Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,Ray Cullen Chevrolet,730 Wharncliffe Rd S,,London,ON,N6J 2N7,,519-686-7282,E,,Public - Call ahead,24 hours daily,,,,,,,1,,Non-Networked,,200-8,42.947677,-81.258042,2023-04-05,84378,2023-04-10 20:30:18 UTC,P,,,2015-05-16,,,,,J1772COMBO,CA,,Accessible 24 heures par jour,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,,false,,,,,,,,LD,false
ELEC,ImPark,175 Bloor St E,,Toronto,ON,M5S 2C6,,416-369-1801,E,,Public,24 hours daily,,,,,,1,1,,Non-Networked,,200-8,43.668613,-79.394558,2021-04-12,84524,2022-04-08 18:15:10 UTC,SG,,,2017-05-15,,,,,CHADEMO J1772 J1772COMBO,CA,,24 heures par jour,,Public,,public,,,PAY_GARAGE,,,,,,,Free,Gratuit,,,,,,,,,false,,,,,,,,,false
ELEC,Triovest,80 Courtneypark Dr E,,Mississauga,ON,L5T 2Y3,,888-908-8303,E,,Public - Credit card at all times,24 hours daily; EV Route App,V,,,,,,2,,Non-Networked,,200-9,43.637139,-79.691526,2020-11-09,84532,2022-04-07 14:11:06 UTC,SG,,,2017-05-15,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour; Application d'EV Route,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SHOPPING_CENTER,,,,,,,Variable prices,Prix variable,,,,,,,,,false,,,,,,,,,false
ELEC,Barry Cullen Chevrolet,905 Woodlawn Rd W,"One unit inside, two units outside",Guelph,ON,N1K 1B7,,519-824-0210,E,,Public - Call ahead,"Dealership business hours, for client use only",,,,,,3,1,,Non-Networked,,200-9,43.536919,-80.318227,2023-04-05,84576,2023-04-10 20:30:18 UTC,P,,,2016-09-15,,,,,J1772,CA,"Une unite a l'interieur, deux unites a l'exterieur","Heures d'ouverture du concessionnaire, a l'usage des clients seulement",,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,,false,,,,,,,,LD,false
ELEC,Boyer Ajax Chevrolet Buick GMC,425 Bayly St W,,Ajax,ON,L1S 6M3,,905-427-2500,E,,Public - Call ahead,24 hours daily; GM vehicles only,,,,,,1,1,,Non-Networked,,200-9,43.83961,-79.033281,2023-04-05,84910,2023-04-10 20:30:18 UTC,P,,,2011-09-15,,,,,J1772 J1772COMBO,CA,,24 heures par jour; Véhicules GM seulement,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,,true,,,,,,,,LD,false
ELEC,Peter Smith Chevrolet Cadillac,42 Towncentre Dr,,Belleville,ON,K8N 4Z5,,613-968-6767,E,,Public - Call ahead,"8am-5pm M-F, 8am-12pm Sat",,,,,,1,1,,Non-Networked,,200-8,44.203579,-77.40378,2023-03-08,84966,2023-04-10 20:30:18 UTC,P,,,2015-03-15,,,,,J1772 J1772COMBO,CA,,"8:00-17:00 LUN-VEN, 8:00-12:00 SAM",,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,,false,,,,,,,,LD,false
ELEC,Laplante Chevrolet Buick GMC,632 Principale St,,Casselman,ON,K0A 1M0,,866-393-5922,E,,Public - Call ahead,24 hours daily,,,,,,1,1,,Non-Networked,,200-9,45.307333,-75.081801,2021-06-07,84968,2022-04-26 16:04:15 UTC,P,,,2012-07-15,,,,,J1772 J1772COMBO,CA,,24 heures par jour,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,,false,,,,,,,,,false
ELEC,Park Place - Tesla Supercharger,100 Mapleview Drive East,,Barrie,ON,L4N 9H6,,877-798-3752,E,,Public,24 hours daily,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,44.341123,-79.678975,2023-07-01,85109,2023-07-14 19:41:28 UTC,P,,,2015-02-01,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Tim Horton's,1290 Colborne St E,,Brantford,ON,N3T 5L9,,519-759-7155,T,2023-12-31,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,,1,,Non-Networked,,GPS,43.14943609405327,-80.18709150000001,2023-04-05,85116,2023-04-10 20:30:18 UTC,SG,,,2017-05-15,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,TEMPORAIREMENT SUSPENDU (Public),,public,,,RESTAURANT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Tim Horton's,51 Talbot St E,,Cayuga,ON,N0A 1E0,,905-772-8100,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,200-9,42.951401,-79.849479,2023-04-05,85126,2023-04-10 20:30:18 UTC,SG,,,2017-05-15,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,RESTAURANT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Tim Horton's,33 3rd St,,Chatham,ON,N7M 2M4,,519-358-1049,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,200-9,42.40411,-82.189163,2023-04-05,85127,2023-04-10 20:30:18 UTC,SG,,,2017-05-15,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,RESTAURANT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Tim Horton's,501 Hume St,,Collingwood,ON,L9Y 3J6,,705-445-1951,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,200-9,44.499925,-80.196829,2023-04-05,85129,2023-04-10 20:30:18 UTC,SG,,,2017-05-15,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,RESTAURANT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Tim Horton's,1167 Garrison Rd,,Fort Erie,ON,L2A 1N8,,905-871-9997,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,200-9,42.904444,-78.958962,2023-04-05,85138,2023-04-10 20:30:18 UTC,SG,,,2017-05-15,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,RESTAURANT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Tim Horton's,150 Talisman Dr,,Gravenhurst,ON,P1P 1K8,,705-687-4709,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,200-9,44.908049,-79.368723,2022-02-10,85143,2023-03-22 15:44:01 UTC,SG,,,2017-05-15,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,RESTAURANT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Casablanca Winery Inn & Spa - Tesla Supercharger,4 Windward Drive,,Grimsby,ON,L3M 4E8,,877-798-3752,E,,Public,24 hours daily,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,43.209697,-79.600861,2023-07-01,85148,2023-07-14 19:41:28 UTC,P,,,2016-05-15,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,INN,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Tim Horton's,1470 Highway 6,,Hamilton,ON,L8N 2Z7,,905-690-2200,T,2023-11-15,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,,1,,Non-Networked,,200-9,43.376783,-80.00409,2023-02-09,85149,2023-04-10 20:30:18 UTC,SG,,,2017-05-15,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,TEMPORAIREMENT SUSPENDU (Public),,public,,,RESTAURANT,,,,,,,Free,Gratuit,,,,,,,,,false,,,,,,,,LD,false
ELEC,Huntsville Place Mall - Tesla Supercharger,70 King William Street,,Huntsville,ON,P1H 2A5,,877-798-3752,E,,Public,24 hours daily,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,45.333611,-79.206703,2023-07-01,85155,2023-07-14 19:41:28 UTC,P,,,2016-09-15,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,SHOPPING_MALL,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,King's Crossing Fashion Outlet Centre - Tesla Supercharger,97 Dalton Avenue,,Kingston,ON,K7K 0C4,,877-798-3752,E,,Public,24 hours daily,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,44.267279,-76.503377,2023-07-01,85163,2023-07-14 19:41:28 UTC,P,,,2015-02-01,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Tim Horton's,16815 Highway 12,,Midland,ON,L4R 0A9,,705-528-1925,E,,Public - Credit card at all times,24 hours daily,Debit M V,,,,,,1,,Non-Networked,,GPS,44.729823,-79.873715,2023-04-05,85185,2023-04-10 20:30:18 UTC,SG,,,2017-05-15,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,RESTAURANT,,,,,,,Parking fee required,Frais de stationnement requis,,,,,,,,,false,,,,,,,,LD,false
ELEC,Tim Horton's,883307 Highway 65 E,,New Liskeard,ON,P0J 1P0,,705-647-8288,T,2024-03-11,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,,1,,Non-Networked,,GPS,47.5259297,-79.6736804,2024-01-12,85193,2024-01-12 14:23:28 UTC,SG,,,2017-05-15,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,TEMPORAIREMENT SUSPENDU (Public),,public,,,RESTAURANT,,,,,,,Free,Gratuit,,,,,,,,,false,,,,,,,,LD,false
ELEC,Tim Horton's,8089 Portage Rd,,Niagara Falls,ON,L2G 5Z2,,905-295-6800,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,200-9,43.059827,-79.053274,2024-01-12,85198,2024-01-12 14:23:28 UTC,SG,,,2017-05-15,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,RESTAURANT,,,,,,,Free,Gratuit,,,,,,,,,false,,,,,,,,LD,false
ELEC,Tim Horton's,114 Drury St,,North Bay,ON,P1A 3Z6,,705-495-1669,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,200-9,46.309826,-79.439781,2024-01-12,85200,2024-01-12 14:23:28 UTC,SG,,,2017-05-15,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,RESTAURANT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Tim Horton's,228 Wyecroft Rd,,Oakville,ON,L6K 3X7,,905-337-5250,T,2024-03-02,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,,1,,Non-Networked,,200-9,43.446888,-79.694967,2024-01-12,85201,2024-01-12 14:23:28 UTC,SG,,,2017-05-15,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,TEMPORAIREMENT SUSPENDU (Public),,public,,,RESTAURANT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Parry Sound Inn & Suites - Tesla Supercharger,292 Louisa Street,,Parry Sound,ON,P2A 3C1,,877-798-3752,E,,Public,24 hours daily,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,45.345586,-80.006162,2023-07-01,85207,2023-07-14 19:41:28 UTC,P,,,2016-09-01,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Tim Horton's,429 Main St W,,Port Colborne,ON,L3K 3W2,,905-834-8857,T,2024-06-02,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,,1,,Non-Networked,,200-9,42.899117,-79.258793,2024-01-12,85212,2024-01-12 14:23:28 UTC,SG,,,2017-05-15,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,TEMPORAIREMENT SUSPENDU (Public),,public,,,RESTAURANT,,,,,,,Free,Gratuit,,,,,,,,,false,,,,,,,,LD,false
ELEC,Tim Horton's,1399 Colborne Rd,,Sarnia,ON,N7V 3L8,,519-332-3200,E,,Public,24 hours daily,CREDIT,,,,,,1,,Non-Networked,,200-9,43.005069,-82.388348,2024-01-12,85216,2024-01-12 14:23:28 UTC,SG,,,2017-07-15,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,RESTAURANT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Tim Horton's,401 Simcoe St,,Tillsonburg,ON,N4G 5V7,,519-688-0896,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,200-9,42.853153,-80.689851,2023-03-08,85226,2023-04-10 20:30:18 UTC,SG,,,2017-09-01,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,RESTAURANT,,,,,,,Free,Gratuit,,,,,,,,,false,,,,,,,,LD,false
